,IATA,ICAO,Airport name,Location served,Time,DST
8416,YAP,PTYA,Yap International Airport (FAA: T11),"Yap, Federated States of Micronesia",-,-
8417,YAQ,,Maple Bay Seaplane Base,"Maple Bay, British Columbia, Canada",-,-
8418,YAR,CYAD,La Grande-3 Airport,"La Grande-3, Quebec, Canada",-,-
8419,YAS,NFSW,Yasawa Island Airport,"Yasawa, Fiji",-,-
8420,YAT,CYAT,Attawapiskat Airport,"Attawapiskat, Ontario, Canada",-,-
8421,YAU,,Kattiniq/Donaldson Airport (TC: CTP9),"Raglan Mine, Quebec, Canada",-,-
8422,YAV,,Mayne Island Water Aerodrome (Miner's Bay Seaplane Base) (TC: CAW7),"Mayne Island, British Columbia, Canada",-,-
8423,YAX,,Angling Lake/Wapekeka Airport[1] (TC: CKB6),"Wapekeka, Ontario, Canada",-,-
8424,YAY,CYAY,St. Anthony Airport,"St. Anthony, Newfoundland and Labrador, Canada",-,-
8425,YAZ,CYAZ,Tofino/Long Beach Airport,"Tofino, British Columbia, Canada",-,-
8426,YBA,CYBA,Banff Airport,"Banff, Alberta, Canada",-,-
8427,YBB,CYBB,Kugaaruk Airport,"Kugaaruk, Nunavut, Canada",-,-
8428,YBC,CYBC,Baie-Comeau Airport,"Baie-Comeau, Quebec, Canada",-,-
8429,YBE,CYBE,Uranium City Airport,"Uranium City, Saskatchewan, Canada",-,-
8430,YBF,,Bamfield Water Aerodrome (TC: CAE9),"Bamfield, British Columbia, Canada",-,-
8431,YBG,CYBG,Canadian Forces Base Bagotville,"La Baie (Bagotville), Quebec, Canada",-,-
8432,YBH,CYBH,Bull Harbour Waterdrome,"Bull Harbour, British Columbia, Canada",-,-
8433,YBI,,Black Tickle Airport (TC: CCE4),"Black Tickle, Newfoundland and Labrador, Canada",-,-
8434,YBJ,,Baie-Johan-Beetz Seaplane Base,"Baie-Johan-Beetz, Quebec, Canada",-,-
8435,YBK,CYBK,Baker Lake Airport,"Baker Lake, Nunavut, Canada",-,-
8436,YBL,CYBL,Campbell River Airport,"Campbell River, British Columbia, Canada",-,-
8437,YBO,,Bob Quinn Lake Airport (TC: CBW4),"Bob Quinn Lake, British Columbia, Canada",-,-
8438,YBP,ZUYB,Yibin Caiba Airport,"Yibin, Sichuan, China",-,-
8439,YBQ,,Telegraph Harbour Seaplane Base,"Thetis Island, British Columbia, Canada",-,-
8440,YBR,CYBR,Brandon Municipal Airport (McGill Field),"Brandon, Manitoba, Canada",-,-
8441,YBS,,Opapimiskan Lake Airport[1] (TC: CKM8),"Opapimiskan Lake, Ontario, Canada",-,-
8442,YBT,CYBT,Brochet Airport,"Brochet, Manitoba, Canada",-,-
8443,YBV,CYBV,Berens River Airport,"Berens River, Manitoba, Canada",-,-
8444,YBW,,Bedwell Harbour Water Aerodrome (TC: CAB3),"Bedwell Harbour, British Columbia, Canada",-,-
8445,YBX,CYBX,Lourdes-de-Blanc-Sablon Airport,"Blanc-Sablon, Quebec, Canada",-,-
8446,YBY,CYBF,Bonnyville Airport,"Bonnyville, Alberta, Canada",-,-
8447,YCA,,Courtenay Airpark (TC: CAH3),"Courtenay, British Columbia, Canada",-,-
8448,YCB,CYCB,Cambridge Bay Airport,"Cambridge Bay, Nunavut, Canada",-,-
8449,YCC,CYCC,Cornwall Regional Airport,"Cornwall, Ontario, Canada",-,-
8450,YCD,CYCD,Nanaimo Airport,"Nanaimo, British Columbia, Canada",-,-
8451,YCE,CYCE,Centralia/James T. Field Memorial Aerodrome,"Centralia, Ontario, Canada",-,-
8452,YCF,,Cortes Island Aerodrome (TC: CCI9),"Cortes Island, British Columbia, Canada",-,-
8453,YCG,CYCG,West Kootenay Regional Airport (Castlegar Airport),"Castlegar, British Columbia, Canada",-,-
8454,YCH,CYCH,Miramichi Airport,"Miramichi, New Brunswick, Canada",-,-
8455,YCK,CYVL,Colville Lake/Tommy Kochon Aerodrome,"Colville Lake, Northwest Territories, Canada",-,-
8456,YCL,CYCL,Charlo Airport,"Charlo, New Brunswick, Canada",-,-
8457,YCM,CYSN,St. Catharines/Niagara District Airport,"St. Catharines, Ontario, Canada",-,-
8458,YCN,CYCN,Cochrane Aerodrome,"Cochrane, Ontario, Canada",-,-
8459,YCO,CYCO,Kugluktuk Airport,"Kugluktuk, Nunavut, Canada",-,-
8460,YCQ,CYCQ,Chetwynd Airport,"Chetwynd, British Columbia, Canada",-,-
8461,YCR,CYCR,Cross Lake (Charlie Sinclair Memorial) Airport,"Cross Lake, Manitoba, Canada",-,-
8462,YCS,CYCS,Chesterfield Inlet Airport,"Chesterfield Inlet, Nunavut, Canada",-,-
8463,YCT,CYCT,Coronation Airport,"Coronation, Alberta, Canada",-,-
8464,YCU,ZBYC,Yuncheng Guangong Airport,"Yuncheng, Shanxi, China",-,-
8465,YCW,CYCW,Chilliwack Airport,"Chilliwack, British Columbia, Canada",-,-
8466,YCY,CYCY,Clyde River Airport,"Clyde River, Nunavut, Canada",-,-
8467,YCZ,CYCZ,Fairmont Hot Springs Airport,"Fairmont Hot Springs, British Columbia, Canada",-,-
8468,YDA,CYDA,Dawson City Airport,"Dawson City, Yukon, Canada",-,-
8469,YDB,CYDB,Burwash Airport,"Burwash Landing, Yukon, Canada",-,-
8470,YDC,,Drayton Valley Industrial Airport (TC: CER3),"Drayton Valley, Alberta, Canada",-,-
8471,YDE,,Paradise River Airport (TC: CDF4),"Paradise River, Newfoundland and Labrador, Canada",-,-
8472,YDF,CYDF,Deer Lake Regional Airport,"Deer Lake, Newfoundland and Labrador, Canada",-,-
8473,YDG,CYID,Digby/Annapolis Regional Airport,"Digby, Nova Scotia, Canada",-,-
8474,YDJ,,Hatchet Lake Airport[1] (TC: CJL2),"Hatchet Lake, Saskatchewan, Canada",-,-
8475,YDL,CYDL,Dease Lake Airport,"Dease Lake, British Columbia, Canada",-,-
8476,YDN,CYDN,Lt. Col W.G. (Billy) Barker VC Airport,"Dauphin, Manitoba, Canada",-,-
8477,YDO,CYDO,Dolbeau-Saint-Félicien Airport,"Dolbeau-Mistassini, Quebec, Canada",-,-
8478,YDP,CYDP,Nain Airport,"Nain, Newfoundland and Labrador, Canada",-,-
8479,YDQ,CYDQ,Dawson Creek Airport,"Dawson Creek, British Columbia, Canada",-,-
8480,YDT,CZBB,Boundary Bay Airport,"Vancouver, British Columbia, Canada",-,-
8481,YDU,,Kasba Lake Airport[1] (TC: CJL8),"Kasba Lake, Northwest Territories, Canada",-,-
8482,YDV,CZTA,Bloodvein River Airport,"Bloodvein, Manitoba, Canada",-,-
8483,YDW,,Obre Lake/North of Sixty Airport (TC: CKV4),"Obre Lake, Northwest Territories, Canada",-,-
8484,YEA[1],,metropolitan area1,"Edmonton, Alberta, Canada",-,-
8485,YEB,,Bar River Airport[1] (TC: CPF2),"Bar River, Ontario, Canada",-,-
8486,YEC,RKTY,Yecheon Air Base,"Yecheon, South Korea",-,-
8487,YEG,CYEG,Edmonton International Airport,"Edmonton, Alberta, Canada",-,-
8488,YEI,LTBR,Yenişehir Airport,"Bursa, Turkey",-,-
8489,YEK,CYEK,Arviat Airport,"Arviat, Nunavut, Canada",-,-
8490,YEL,CYEL,Elliot Lake Municipal Airport,"Elliot Lake, Ontario, Canada",-,-
8491,YEM,CYEM,Manitowaning/Manitoulin East Municipal Airport,"Manitowaning, Ontario, Canada",-,-
8492,YEN,CYEN,Estevan Regional Aerodrome,"Estevan, Saskatchewan, Canada",-,-
8493,YEO,EGDY,Royal Naval Air Station Yeovilton,"Yeovilton, England, United Kingdom",-,-
8494,YEQ,,Yankisa Airport,"Yankisa, Papua New Guinea",-,-
8495,YER,CYER,Fort Severn Airport,"Fort Severn, Ontario, Canada",-,-
8496,YES,OISY,Yasuj Airport[1],"Yasuj (Yasouj), Iran",-,-
8497,YET,CYET,Edson Airport,"Edson, Alberta, Canada",-,-
8498,YEU,CYEU,Eureka Aerodrome,"Eureka, Nunavut, Canada",-,-
8499,YEV,CYEV,Inuvik (Mike Zubko) Airport,"Inuvik, Northwest Territories, Canada",-,-
8500,YEY,CYEY,Amos/Magny Airport,"Amos, Quebec, Canada",-,-
8501,YFA,CYFA,Fort Albany Airport,"Fort Albany, Ontario, Canada",-,-
8502,YFB,CYFB,Iqaluit Airport,"Iqaluit, Nunavut, Canada",-,-
8503,YFC,CYFC,Fredericton International Airport,"Fredericton, New Brunswick, Canada",-,-
8504,YFE,CYFE,Forestville Airport,"Forestville, Quebec, Canada",-,-
8505,YFG,,Fontanges Airport (TC: CTU2),"Fontanges, Quebec, Canada",-,-
8506,YFH,CYFH,Fort Hope Airport,"Eabametoong (Fort Hope), Ontario, Canada",-,-
8507,YFI,,Fort MacKay/Firebag Aerodrome[1] (TC: CFG6),"Fort McKay, Alberta, Canada",-,-
8508,YFJ,CYWE,Wekweètì Airport[1] (Snare Lake Airport) (TC: CFJ7),"Wekweeti, Northwest Territories, Canada",-,-
8509,YFL,,Fort Reliance Water Aerodrome (CJN8),"Fort Reliance, Northwest Territories, Canada",-,-
8510,YFO,CYFO,Flin Flon Airport,"Flin Flon, Manitoba, Canada",-,-
8511,YFR,CYFR,Fort Resolution Airport,"Fort Resolution, Northwest Territories, Canada",-,-
8512,YFS,CYFS,Fort Simpson Airport,"Fort Simpson, Northwest Territories, Canada",-,-
8513,YFX,,St. Lewis (Fox Harbour) Airport (TC: CCK4),"St. Lewis, Newfoundland and Labrador, Canada",-,-
8514,YGB,CYGB,Texada/Gillies Bay Airport,"Gillies Bay, British Columbia, Canada",-,-
8515,YGC,,Grande Cache Airport (TC: CEQ5),"Grande Cache, Alberta, Canada",-,-
8516,YGE,,Gorge Harbour Water Aerodrome,"Gorge Harbour, British Columbia, Canada",-,-
8517,YGG,,Ganges Water Aerodrome (TC: CAX6),"Ganges, British Columbia, Canada",-,-
8518,YGH,CYGH,Fort Good Hope Airport,"Fort Good Hope, Northwest Territories, Canada",-,-
8519,YGJ,RJOH,Miho–Yonago Airport,"Yonago, Honshu, Japan",-,-
8520,YGK,CYGK,Kingston/Norman Rogers Airport,"Kingston, Ontario, Canada",-,-
8521,YGL,CYGL,La Grande Rivière Airport,"Radisson, Quebec, Canada",-,-
8522,YGM,CYGM,Gimli Industrial Park Airport,"Gimli, Manitoba, Canada",-,-
8523,YGN,,Greenway Sound Water Aerodrome,"Greenway Sound, British Columbia, Canada",-,-
8524,YGO,CYGO,Gods Lake Narrows Airport,"Gods Lake Narrows, Manitoba, Canada",-,-
8525,YGP,CYGP,Michel-Pouliot Gaspé Airport,"Gaspé, Quebec, Canada",-,-
8526,YGQ,CYGQ,Geraldton (Greenstone Regional) Airport,"Greenstone (Geraldton), Ontario, Canada",-,-
8527,YGR,CYGR,Îles-de-la-Madeleine Airport,"Les Îles-de-la-Madeleine, Quebec, Canada",-,-
8528,YGT,CYGT,Igloolik Airport,"Igloolik, Nunavut, Canada",-,-
8529,YGV,CYGV,Havre Saint-Pierre Airport,"Havre-Saint-Pierre, Quebec, Canada",-,-
8530,YGW,CYGW,Kuujjuarapik Airport,"Kuujjuarapik, Quebec, Canada",-,-
8531,YGX,CYGX,Gillam Airport,"Gillam, Manitoba, Canada",-,-
8532,YGZ,CYGZ,Grise Fiord Airport,"Grise Fiord, Nunavut, Canada",-,-
8533,YHA,,Port Hope Simpson Airport (TC: CCP4),"Port Hope Simpson, Newfoundland and Labrador, Canada",-,-
8534,YHB,CYHB,Hudson Bay Airport,"Hudson Bay, Saskatchewan, Canada",-,-
8535,YHC,,Hakai Passage Water Aerodrome,"Hakai Passage, British Columbia, Canada",-,-
8536,YHD,CYHD,Dryden Regional Airport,"Dryden, Ontario, Canada",-,-
8537,YHE,CYHE,Hope Aerodrome,"Hope, British Columbia, Canada",-,-
8538,YHF,CYHF,Hearst (René Fontaine) Municipal Airport,"Hearst, Ontario, Canada",-,-
8539,YHG,,Charlottetown Airport (TC: CCH4),"Charlottetown, Prince Edward Island, Canada",-,-
8540,YHH,,Campbell River Water Aerodrome (TC: CAE3),"Campbell River, British Columbia, Canada",-,-
8541,YHI,CYHI,Ulukhaktok/Holman Airport,"Ulukhaktok, Northwest Territories, Canada",-,-
8542,YHK,CYHK,Gjoa Haven Airport,"Gjoa Haven, Nunavut, Canada",-,-
8543,YHM,CYHM,John C. Munro Hamilton International Airport,"Hamilton, Ontario, Canada",-,-
8544,YHN,CYHN,Hornepayne Municipal Airport,"Hornepayne, Ontario, Canada",-,-
8545,YHO,CYHO,Hopedale Airport,"Hopedale, Newfoundland and Labrador, Canada",-,-
8546,YHP,CYHP,Poplar Hill Airport,"Poplar Hill, Ontario, Canada",-,-
8547,YHR,CYHR,Chevery Airport,"Chevery, Quebec, Canada",-,-
8548,YHS,,Sechelt Aerodrome (TC: CAP3),"Sechelt, British Columbia, Canada",-,-
8549,YHT,CYHT,Haines Junction Airport,"Haines Junction, Yukon, Canada",-,-
8550,YHU,CYHU,Montréal/Saint-Hubert Airport,"Montreal, Quebec, Canada",-,-
8551,YHY,CYHY,Hay River/Merlyn Carter Airport,"Hay River, Northwest Territories, Canada",-,-
8552,YHZ,CYHZ,Halifax Stanfield International Airport,"Halifax, Nova Scotia, Canada",-,-
8553,YIB,CYIB,Atikokan Municipal Airport,"Atikokan, Ontario, Canada",-,-
8554,YIC,ZSYC,Yichun Mingyueshan Airport,"Yichun, Jiangxi, China",-,-
8555,YIE,ZBES,Arxan Yi'ershi Airport,"Arxan (Aershan), Inner Mongolia, China",-,-
8556,YIF,CYIF,Saint-Augustin Airport,"Saint-Augustin / Pakuashipi, Quebec, Canada",-,-
8557,YIG,,Big Bay Water Aerodrome (TC: CAF6),"Stuart Island, British Columbia, Canada",-,-
8558,YIH,ZHYC,Yichang Sanxia Airport,"Yichang, Hubei, China",-,-
8559,YIK,CYIK,Ivujivik Airport,"Ivujivik, Quebec, Canada",-,-
8560,YIN,ZWYN,Yining Airport,"Yining (Ghulja), Xinjiang, China",-,-
8561,YIO,CYIO,Pond Inlet Airport,"Pond Inlet, Nunavut, Canada",-,-
8562,YIP,KYIP,Willow Run Airport,"Detroit, Michigan, United States",-,-
8563,YIV,CYIV,Island Lake Airport (Garden Hill Airport),"Island Lake / Garden Hill, Manitoba, Canada",-,-
8564,YIW,ZSYW,Yiwu Airport,"Yiwu, Zhejiang, China",-,-
8565,YJA,CYJA,Jasper Airport,"Jasper, Alberta, Canada",-,-
8566,YJF,CYJF,Fort Liard Airport,"Fort Liard, Northwest Territories, Canada",-,-
8567,YJN,CYJN,Saint-Jean Airport,"Saint-Jean-sur-Richelieu, Quebec, Canada",-,-
8568,YJP,,Hinton/Jasper-Hinton Airport (TC: CEC4),"Hinton, Alberta, Canada",-,-
8569,YJS,ZKSE,Samjiyon Airport[1],"Samjiyon, North Korea",-,-
8570,YJT,CYJT,Stephenville International Airport,"Stephenville, Newfoundland and Labrador, Canada",-,-
8571,YKA,CYKA,Kamloops Airport,"Kamloops, British Columbia, Canada",-,-
8572,YKC,CYKC,Collins Bay Airport,"Collins Bay, Saskatchewan, Canada",-,-
8573,YKD,CYKM,Kincardine Municipal Airport,"Kincardine, Ontario, Canada",-,-
8574,YKE,,Knee Lake Airport (TC: CJT3),"Knee Lake, Manitoba, Canada",-,-
8575,YKF,CYKF,Region of Waterloo International Airport,"Kitchener / Cambridge / Waterloo, Ontario, Canada",-,-
8576,YKG,CYAS,Kangirsuk Airport,"Kangirsuk, Quebec, Canada",-,-
8577,YKH,ZYYK,Yingkou Lanqi Airport,"Yingkou, Liaoning, China",-,-
8578,YKJ,CYKJ,Key Lake Airport[1],"Key Lake, Saskatchewan, Canada",-,-
8579,YKK,,Kitkatla Water Aerodrome (TC: CAP7),"Kitkatla, British Columbia, Canada",-,-
8580,YKL,CYKL,Schefferville Airport,"Schefferville, Quebec, Canada",-,-
8581,YKM,KYKM,Yakima Air Terminal (McAllister Field),"Yakima, Washington, United States",-,-
8582,YKN,KYKN,Chan Gurney Municipal Airport,"Yankton, South Dakota, United States",-,-
8583,YKO,LTCW,Hakkari Yüksekova Airport[1],"Hakkâri / Yüksekova, Turkey",-,-
8584,YKQ,CYKQ,Waskaganish Airport,"Waskaganish, Quebec, Canada",-,-
8585,YKS,UEEE,Yakutsk Airport,"Yakutsk, Yakutia, Russia",-,-
8586,YKT,,Klemtu Water Aerodrome,"Klemtu, British Columbia, Canada",-,-
8587,YKU,,Chisasibi Airport (TC: CSU2),"Chisasibi, Quebec, Canada",-,-
8588,YKX,CYKX,Kirkland Lake Airport,"Kirkland Lake, Ontario, Canada",-,-
8589,YKY,CYKY,Kindersley Regional Airport,"Kindersley, Saskatchewan, Canada",-,-
8590,YKZ,CYKZ,Buttonville Municipal Airport,"Toronto, Ontario, Canada",-,-
8591,YLB,CYLB,Lac La Biche Airport,"Lac La Biche, Alberta, Canada",-,-
8592,YLC,CYLC,Kimmirut Airport,"Kimmirut, Nunavut, Canada",-,-
8593,YLD,CYLD,Chapleau Airport,"Chapleau, Ontario, Canada",-,-
8594,YLE,,Whatì Airport (TC: CEM3),"Whatì, Northwest Territories, Canada",-,-
8595,YLG,YYAL,Yalgoo Airport,"Yalgoo, Western Australia, Australia",-,-
8596,YLH,CYLH,Lansdowne House Airport,"Neskantaga (Lansdowne House Indian Band), Ontario, Canada",-,-
8597,YLI,EFYL,Ylivieska Airfield,"Ylivieska, Finland",-,-
8598,YLJ,CYLJ,Meadow Lake Airport,"Meadow Lake, Saskatchewan, Canada",-,-
8599,YLK,CYLS,Lake Simcoe Regional Airport[1],"Barrie / Orillia, Ontario, Canada",-,-
8600,YLL,CYLL,Lloydminster Airport,"Lloydminster, Alberta/Saskatchewan,2 Canada",-,-
8601,YLM,,Clinton Creek Airport[1],"Clinton Creek, Yukon, Canada",-,-
8602,YLN,ZYYL,Yilan Airport,"Yilan, Heilongjiang, China",-,-
8603,YLP,CYLP,Mingan Airport,"Mingan, Quebec, Canada",-,-
8604,YLQ,CYLQ,La Tuque Airport,"La Tuque, Quebec, Canada",-,-
8605,YLR,CYLR,Leaf Rapids Airport,"Leaf Rapids, Manitoba, Canada",-,-
8606,YLS,,Lebel-sur-Quévillon Airport (TC: CSH4),"Lebel-sur-Quévillon, Quebec, Canada",-,-
8607,YLT,CYLT,Alert Airport,"Alert, Nunavut, Canada",-,-
8608,YLV,UBEE,Yevlakh Airport[1],"Yevlakh, Azerbaijan",-,-
8609,YLW,CYLW,Kelowna International Airport,"Kelowna, British Columbia, Canada",-,-
8610,YLY,CYNJ,Langley Regional Airport[1],"Langley, British Columbia, Canada",-,-
8611,YMA,CYMA,Mayo Airport,"Mayo, Yukon, Canada",-,-
8612,YMB,,Merritt Airport (TC: CAD5),"Merritt, British Columbia, Canada",-,-
8613,YMD,CYMD,Mould Bay Airport,"Prince Patrick Island, Northwest Territories, Canada",-,-
8614,YME,CYME,Matane Airport,"Matane, Quebec, Canada",-,-
8615,YMF,,Montague Harbour Water Aerodrome,"Galiano Island, British Columbia, Canada",-,-
8616,YMG,CYMG,Manitouwadge Airport,"Manitouwadge, Ontario, Canada",-,-
8617,YMH,CYMH,Mary's Harbour Airport,"Mary's Harbour, Newfoundland and Labrador, Canada",-,-
8618,YMJ,CYMJ,CFB Moose Jaw (C.M. McEwen Airport),"Moose Jaw, Saskatchewan, Canada",-,-
8619,YMK,USDK,Mys-Kamenny Airport[1],"Mys-Kamenny, Yamalo-Nenets Autonomous Okrug, Russia",-,-
8620,YML,CYML,Charlevoix Airport,"La Malbaie, Quebec, Canada",-,-
8621,YMM,CYMM,Fort McMurray International Airport,"Fort McMurray, Alberta, Canada",-,-
8622,YMN,CYFT,Makkovik Airport,"Makkovik, Newfoundland and Labrador, Canada",-,-
8623,YMO,CYMO,Moosonee Airport,"Moosonee, Ontario, Canada",-,-
8624,YMP,,Port McNeill Airport (TC: CAT5),"Port McNeill, British Columbia, Canada",-,-
8625,YMQ[1],,metropolitan area3,"Montreal, Quebec, Canada",-,-
8626,YMS,SPMS,Moisés Benzaquén Rengifo Airport,"Yurimaguas, Peru",-,-
8627,YMT,CYMT,Chibougamau/Chapais Airport,"Chibougamau, Quebec, Canada",-,-
8628,YMU,,Mansons Landing Water Aerodrome[1] (TC: CAV7),"Mansons Landing, British Columbia, Canada",-,-
8629,YMV,,Mary River Aerodrome[1] (TC: CMR2),"Mary River, Nunavut, Canada",-,-
8630,YMW,CYMW,Maniwaki Airport,"Maniwaki, Quebec, Canada",-,-
8631,YMX,CYMX,Montréal–Mirabel International Airport,"Montreal, Quebec, Canada",-,-
8632,YNA,CYNA,Natashquan Airport,"Natashquan, Quebec, Canada",-,-
8633,YNB,OEYN,Yanbu Airport (Yenbo Airport),"Yanbu al Bahr (Yenbo), Saudi Arabia",-,-
8634,YNC,CYNC,Wemindji Airport,"Wemindji, Quebec, Canada",-,-
8635,YND,CYND,Gatineau-Ottawa Executive Airport,"Gatineau / Ottawa (ON), Quebec, Canada",-,-
8636,YNE,CYNE,Norway House Airport,"Norway House, Manitoba, Canada",-,-
8637,YNG,KYNG,Youngstown–Warren Regional Airport,"Youngstown / Warren, Ohio, United States",-,-
8638,YNH,CYNH,Hudson's Hope Airport,"Hudson's Hope, British Columbia, Canada",-,-
8639,YNJ,ZYYJ,Yanji Chaoyangchuan Airport,"Yanji, Jilin, China",-,-
8640,YNL,CYNL,Points North Landing Airport,"Points North Landing, Saskatchewan, Canada",-,-
8641,YNM,CYNM,Matagami Airport,"Matagami, Quebec, Canada",-,-
8642,YNN,,Yandicoogina Airport[1],"Yandicoogina, Western Australia, Australia",-,-
8643,YNO,,North Spirit Lake Airport (TC: CKQ3),"North Spirit Lake, Ontario, Canada",-,-
8644,YNP,,Natuashish Airport[1] (TC: CNH2),"Natuashish, Newfoundland and Labrador, Canada",-,-
8645,YNS,CYHH,Nemiscau Airport,"Nemiscau, Quebec, Canada",-,-
8646,YNT,ZSYT,Yantai Penglai International Airport,"Yantai, Shandong, China",-,-
8647,YNX,,Snap Lake Airport[1] (TC: CSK6),"Snap Lake, Northwest Territories, Canada",-,-
8648,YNY,RKNY,Yangyang International Airport[1],"Yangyang, South Korea",-,-
8649,YNZ,ZSYN,Yancheng Nanyang International Airport,"Yancheng, Jiangsu, China",-,-
8650,YOA,CYOA,Ekati Airport[1],"Ekati, Northwest Territories, Canada",-,-
8651,YOC,CYOC,Old Crow Airport,"Old Crow, Yukon, Canada",-,-
8652,YOD,CYOD,CFB Cold Lake (R.W. McNair Airport),"Cold Lake, Alberta, Canada",-,-
8653,YOE,,Donnelly Airport (TC: CFM4),"Donnelly, Alberta, Canada",-,-
8654,YOG,CYKP,Ogoki Post Airport,"Marten Falls (Ogoki), Ontario, Canada",-,-
8655,YOH,CYOH,Oxford House Airport,"Oxford House, Manitoba, Canada",-,-
8656,YOI,,Opinaca Aerodrome[1] (TC: CPN8),"Opinaca, Quebec, Canada",-,-
8657,YOJ,CYOJ,High Level Airport,"High Level, Alberta, Canada",-,-
8658,YOL,DNYO,Yola Airport,"Yola, Nigeria",-,-
8659,YON,VQTY,Yongphulla Airport[1] (Yonphula Airport),"Trashigang, Bhutan",-,-
8660,YOO,CYOO,Oshawa Airport,"Oshawa, Ontario, Canada",-,-
8661,YOP,CYOP,Rainbow Lake Airport,"Rainbow Lake, Alberta, Canada",-,-
8662,YOS,CYOS,Billy Bishop Regional Airport,"Owen Sound, Ontario, Canada",-,-
8663,YOT,LLYT,Yotvata Airfield,"Yotvata, Israel",-,-
8664,YOW,CYOW,Ottawa Macdonald–Cartier International Airport,"Ottawa, Ontario, Canada",-,-
8665,YPA,CYPA,Prince Albert (Glass Field) Airport,"Prince Albert, Saskatchewan, Canada",-,-
8666,YPB,,Alberni Valley Regional Airport (TC: CBS8),"Port Alberni, British Columbia, Canada",-,-
8667,YPC,CYPC,Nora Aliqatchialuk Ruben Airport,"Paulatuk, Northwest Territories, Canada",-,-
8668,YPD,,Parry Sound Area Municipal Airport (TC: CNK4),"Parry Sound, Ontario, Canada",-,-
8669,YPE,CYPE,Peace River Airport,"Peace River, Alberta, Canada",-,-
8670,YPG,CYPG,Portage la Prairie/Southport Airport,"Portage la Prairie, Manitoba, Canada",-,-
8671,YPH,CYPH,Inukjuak Airport,"Inukjuak, Quebec, Canada",-,-
8672,YPI,,Port Simpson Water Aerodrome (TC: CAN8),"Lax Kw'alaams (Port Simpson), British Columbia, Canada",-,-
8673,YPJ,CYLA,Aupaluk Airport,"Aupaluk, Quebec, Canada",-,-
8674,YPL,CYPL,Pickle Lake Airport,"Pickle Lake, Ontario, Canada",-,-
8675,YPM,CYPM,Pikangikum Airport,"Pikangikum, Ontario, Canada",-,-
8676,YPN,CYPN,Port-Menier Airport,"Port-Menier, Quebec, Canada",-,-
8677,YPO,CYPO,Peawanuck Airport,"Peawanuck, Ontario, Canada",-,-
8678,YPQ,CYPQ,Peterborough Airport,"Peterborough, Ontario, Canada",-,-
8679,YPR,CYPR,Prince Rupert Airport,"Prince Rupert, British Columbia, Canada",-,-
8680,YPS,CYPD,Port Hawkesbury Airport,"Port Hawkesbury, Nova Scotia, Canada",-,-
8681,YPT,,Pender Harbour Water Aerodrome (TC: CAG8),"Pender Harbour, British Columbia, Canada",-,-
8682,YPW,CYPW,Powell River Airport,"Powell River, British Columbia, Canada",-,-
8683,YPX,CYPX,Puvirnituq Airport,"Puvirnituq, Quebec, Canada",-,-
8684,YPY,CYPY,Fort Chipewyan Airport,"Fort Chipewyan, Alberta, Canada",-,-
8685,YPZ,CYPZ,Burns Lake Airport,"Burns Lake, British Columbia, Canada",-,-
8686,YQA,CYQA,Muskoka Airport,"Muskoka, Ontario, Canada",-,-
8687,YQB,CYQB,Québec City Jean Lesage International Airport,"Quebec City, Quebec, Canada",-,-
8688,YQC,CYHA,Quaqtaq Airport,"Quaqtaq, Quebec, Canada",-,-
8689,YQD,CYQD,The Pas Airport,"The Pas, Manitoba, Canada",-,-
8690,YQF,CYQF,Red Deer Regional Airport,"Red Deer, Alberta, Canada",-,-
8691,YQG,CYQG,Windsor International Airport,"Windsor, Ontario, Canada",-,-
8692,YQH,CYQH,Watson Lake Airport,"Watson Lake, Yukon, Canada",-,-
8693,YQI,CYQI,Yarmouth Airport,"Yarmouth, Nova Scotia, Canada",-,-
8694,YQJ,,April Point Water Aerodrome[1],"Quadra Island, British Columbia, Canada",-,-
8695,YQK,CYQK,Kenora Airport,"Kenora, Ontario, Canada",-,-
8696,YQL,CYQL,Lethbridge Airport,"Lethbridge, Alberta, Canada",-,-
8697,YQM,CYQM,Greater Moncton International Airport,"Moncton, New Brunswick, Canada",-,-
8698,YQN,CYQN,Nakina Airport,"Greenstone (Nakina), Ontario, Canada",-,-
8699,YQQ,CYQQ,CFB Comox,"Comox, British Columbia, Canada",-,-
8700,YQR,CYQR,Regina International Airport,"Regina, Saskatchewan, Canada",-,-
8701,YQS,CYQS,St. Thomas Municipal Airport,"St. Thomas, Ontario, Canada",-,-
